X,Y,Z,Speed,E,Mode,NozzleTemp
100,183,-90,20,62.8000000000001,0,30
100,195,-90,20,62.8000000000001,0,30
100,195,-92.8,20,62.8000000000001,0,30
100,195,-92.8,20,62.8000000000001,0,30
130,195,-92.8,20,63.4000000000001,0,30
130,199,-92.8,20,63.4000000000001,0,30
100,199,-92.8,20,64.0000000000001,0,30
100,203,-92.8,20,64.0000000000001,0,30
130,203,-92.8,20,64.6000000000001,0,30
130,207,-92.8,20,64.6000000000001,0,30
100,207,-92.8,20,65.2000000000001,0,30
100,211,-92.8,20,65.2000000000001,0,30
130,211,-92.8,20,65.8000000000001,0,30
130,215,-92.8,20,65.8000000000001,0,30
100,215,-92.8,20,66.4000000000001,0,30
100,219,-92.8,20,66.4000000000001,0,30
130,219,-92.8,20,67.0000000000001,0,30
130,223,-92.8,20,67.0000000000001,0,30
100,223,-92.8,20,67.6000000000001,0,30
100,223,-90,20,67.6000000000001,0,30
210,0,-90,20,67.6000000000001,0,30
210,0,0,40,67.6000000000001,0,30
