X,Y,Z,Speed,E,Mode,NozzleTemp
0.045,-0.169,0.000,20.000,0.00349,1,50.0
0.051,-0.167,0.000,20.000,0.00349,1,50.0
0.057,-0.165,0.000,20.000,0.00349,1,50.0
0.063,-0.163,0.000,20.000,0.00349,1,50.0
0.068,-0.161,0.000,20.000,0.00349,1,50.0
0.074,-0.158,0.000,20.000,0.00349,1,50.0
0.079,-0.156,0.000,20.000,0.00349,1,50.0
0.085,-0.153,0.000,20.000,0.00349,1,50.0
0.090,-0.150,0.000,20.000,0.00349,1,50.0
0.095,-0.146,0.000,20.000,0.00349,1,50.0
0.100,-0.143,0.000,20.000,0.00349,1,50.0
0.105,-0.139,0.000,20.000,0.00349,1,50.0
0.110,-0.136,0.000,20.000,0.00349,1,50.0
0.114,-0.132,0.000,20.000,0.00349,1,50.0
0.119,-0.128,0.000,20.000,0.00349,1,50.0
0.123,-0.123,0.000,20.000,0.00349,1,50.0
0.128,-0.119,0.000,20.000,0.00349,1,50.0
0.132,-0.114,0.000,20.000,0.00349,1,50.0
0.136,-0.110,0.000,20.000,0.00349,1,50.0
0.139,-0.105,0.000,20.000,0.00349,1,50.0
0.143,-0.100,0.000,20.000,0.00349,1,50.0
0.146,-0.095,0.000,20.000,0.00349,1,50.0
0.150,-0.090,0.000,20.000,0.00349,1,50.0
0.153,-0.085,0.000,20.000,0.00349,1,50.0
0.156,-0.079,0.000,20.000,0.00349,1,50.0
0.158,-0.074,0.000,20.000,0.00349,1,50.0
0.161,-0.068,0.000,20.000,0.00349,1,50.0
0.163,-0.063,0.000,20.000,0.00349,1,50.0
0.165,-0.057,0.000,20.000,0.00349,1,50.0
0.167,-0.051,0.000,20.000,0.00349,1,50.0
0.169,-0.045,0.000,20.000,0.00349,1,50.0
0.170,-0.039,0.000,20.000,0.00349,1,50.0
0.171,-0.033,0.000,20.000,0.00349,1,50.0
0.172,-0.027,0.000,20.000,0.00349,1,50.0
0.173,-0.021,0.000,20.000,0.00349,1,50.0
0.174,-0.015,0.000,20.000,0.00349,1,50.0
0.174,-0.009,0.000,20.000,0.00349,1,50.0
0.174,-0.003,0.000,20.000,0.00349,1,50.0
0.000,0.000,3.800,20.000,0.00000,1,50.0
0.000,5.000,0.000,20.000,0.00000,1,50.0
0.000,-15.000,0.000,20.000,0.00000,1,50.0
0.000,0.000,-3.800,20.000,0.00000,1,50.0
0.523,0.009,0.000,20.000,0.01047,1,50.0
0.523,0.027,0.000,20.000,0.01047,1,50.0
0.522,0.046,0.000,20.000,0.01047,1,50.0
0.520,0.064,0.000,20.000,0.01047,1,50.0
0.517,0.082,0.000,20.000,0.01047,1,50.0
0.514,0.100,0.000,20.000,0.01047,1,50.0
0.510,0.118,0.000,20.000,0.01047,1,50.0
0.506,0.136,0.000,20.000,0.01047,1,50.0
0.501,0.153,0.000,20.000,0.01047,1,50.0
0.495,0.170,0.000,20.000,0.01047,1,50.0
0.489,0.188,0.000,20.000,0.01047,1,50.0
0.482,0.205,0.000,20.000,0.01047,1,50.0
0.475,0.221,0.000,20.000,0.01047,1,50.0
0.467,0.238,0.000,20.000,0.01047,1,50.0
0.458,0.254,0.000,20.000,0.01047,1,50.0
0.449,0.270,0.000,20.000,0.01047,1,50.0
0.439,0.285,0.000,20.000,0.01047,1,50.0
0.429,0.300,0.000,20.000,0.01047,1,50.0
0.418,0.315,0.000,20.000,0.01047,1,50.0
0.407,0.329,0.000,20.000,0.01047,1,50.0
0.395,0.343,0.000,20.000,0.01047,1,50.0
0.383,0.357,0.000,20.000,0.01047,1,50.0
0.370,0.370,0.000,20.000,0.01047,1,50.0
0.357,0.383,0.000,20.000,0.01047,1,50.0
0.343,0.395,0.000,20.000,0.01047,1,50.0
0.329,0.407,0.000,20.000,0.01047,1,50.0
0.315,0.418,0.000,20.000,0.01047,1,50.0
0.300,0.429,0.000,20.000,0.01047,1,50.0
0.285,0.439,0.000,20.000,0.01047,1,50.0
0.270,0.449,0.000,20.000,0.01047,1,50.0
0.254,0.458,0.000,20.000,0.01047,1,50.0
0.238,0.467,0.000,20.000,0.01047,1,50.0
0.221,0.475,0.000,20.000,0.01047,1,50.0
0.205,0.482,0.000,20.000,0.01047,1,50.0
0.188,0.489,0.000,20.000,0.01047,1,50.0
0.170,0.495,0.000,20.000,0.01047,1,50.0
0.153,0.501,0.000,20.000,0.01047,1,50.0
0.136,0.506,0.000,20.000,0.01047,1,50.0
0.118,0.510,0.000,20.000,0.01047,1,50.0
0.100,0.514,0.000,20.000,0.01047,1,50.0
0.082,0.517,0.000,20.000,0.01047,1,50.0
0.064,0.520,0.000,20.000,0.01047,1,50.0
0.046,0.522,0.000,20.000,0.01047,1,50.0
0.027,0.523,0.000,20.000,0.01047,1,50.0
0.009,0.523,0.000,20.000,0.01047,1,50.0
-0.009,0.523,0.000,20.000,0.01047,1,50.0
-0.027,0.523,0.000,20.000,0.01047,1,50.0
-0.046,0.522,0.000,20.000,0.01047,1,50.0
-0.064,0.520,0.000,20.000,0.01047,1,50.0
-0.082,0.517,0.000,20.000,0.01047,1,50.0
-0.100,0.514,0.000,20.000,0.01047,1,50.0
-0.118,0.510,0.000,20.000,0.01047,1,50.0
-0.136,0.506,0.000,20.000,0.01047,1,50.0
-0.153,0.501,0.000,20.000,0.01047,1,50.0
-0.170,0.495,0.000,20.000,0.01047,1,50.0
-0.188,0.489,0.000,20.000,0.01047,1,50.0
-0.205,0.482,0.000,20.000,0.01047,1,50.0
-0.221,0.475,0.000,20.000,0.01047,1,50.0
-0.238,0.467,0.000,20.000,0.01047,1,50.0
-0.254,0.458,0.000,20.000,0.01047,1,50.0
-0.270,0.449,0.000,20.000,0.01047,1,50.0
-0.285,0.439,0.000,20.000,0.01047,1,50.0
-0.300,0.429,0.000,20.000,0.01047,1,50.0
-0.315,0.418,0.000,20.000,0.01047,1,50.0
-0.329,0.407,0.000,20.000,0.01047,1,50.0
-0.343,0.395,0.000,20.000,0.01047,1,50.0
-0.357,0.383,0.000,20.000,0.01047,1,50.0
-0.370,0.370,0.000,20.000,0.01047,1,50.0
-0.383,0.357,0.000,20.000,0.01047,1,50.0
-0.395,0.343,0.000,20.000,0.01047,1,50.0
-0.407,0.329,0.000,20.000,0.01047,1,50.0
-0.418,0.315,0.000,20.000,0.01047,1,50.0
-0.429,0.300,0.000,20.000,0.01047,1,50.0
-0.439,0.285,0.000,20.000,0.01047,1,50.0
-0.449,0.270,0.000,20.000,0.01047,1,50.0
-0.458,0.254,0.000,20.000,0.01047,1,50.0
-0.467,0.238,0.000,20.000,0.01047,1,50.0
-0.475,0.221,0.000,20.000,0.01047,1,50.0
-0.482,0.205,0.000,20.000,0.01047,1,50.0
-0.489,0.188,0.000,20.000,0.01047,1,50.0
-0.495,0.170,0.000,20.000,0.01047,1,50.0
-0.501,0.153,0.000,20.000,0.01047,1,50.0
-0.506,0.136,0.000,20.000,0.01047,1,50.0
-0.510,0.118,0.000,20.000,0.01047,1,50.0
-0.514,0.100,0.000,20.000,0.01047,1,50.0
-0.517,0.082,0.000,20.000,0.01047,1,50.0
-0.520,0.064,0.000,20.000,0.01047,1,50.0
-0.522,0.046,0.000,20.000,0.01047,1,50.0
-0.523,0.027,0.000,20.000,0.01047,1,50.0
-0.523,0.009,0.000,20.000,0.01047,1,50.0
-0.523,-0.009,0.000,20.000,0.01047,1,50.0
-0.523,-0.027,0.000,20.000,0.01047,1,50.0
-0.522,-0.046,0.000,20.000,0.01047,1,50.0
-0.520,-0.064,0.000,20.000,0.01047,1,50.0
-0.517,-0.082,0.000,20.000,0.01047,1,50.0
-0.514,-0.100,0.000,20.000,0.01047,1,50.0
-0.510,-0.118,0.000,20.000,0.01047,1,50.0
-0.506,-0.136,0.000,20.000,0.01047,1,50.0
-0.501,-0.153,0.000,20.000,0.01047,1,50.0
-0.495,-0.170,0.000,20.000,0.01047,1,50.0
-0.489,-0.188,0.000,20.000,0.01047,1,50.0
-0.482,-0.205,0.000,20.000,0.01047,1,50.0
-0.475,-0.221,0.000,20.000,0.01047,1,50.0
-0.467,-0.238,0.000,20.000,0.01047,1,50.0
-0.458,-0.254,0.000,20.000,0.01047,1,50.0
-0.449,-0.270,0.000,20.000,0.01047,1,50.0
-0.439,-0.285,0.000,20.000,0.01047,1,50.0
-0.429,-0.300,0.000,20.000,0.01047,1,50.0
-0.418,-0.315,0.000,20.000,0.01047,1,50.0
-0.407,-0.329,0.000,20.000,0.01047,1,50.0
-0.395,-0.343,0.000,20.000,0.01047,1,50.0
-0.383,-0.357,0.000,20.000,0.01047,1,50.0
-0.370,-0.370,0.000,20.000,0.01047,1,50.0
-0.357,-0.383,0.000,20.000,0.01047,1,50.0
-0.343,-0.395,0.000,20.000,0.01047,1,50.0
-0.329,-0.407,0.000,20.000,0.01047,1,50.0
-0.315,-0.418,0.000,20.000,0.01047,1,50.0
-0.300,-0.429,0.000,20.000,0.01047,1,50.0
-0.285,-0.439,0.000,20.000,0.01047,1,50.0
-0.270,-0.449,0.000,20.000,0.01047,1,50.0
-0.254,-0.458,0.000,20.000,0.01047,1,50.0
-0.238,-0.467,0.000,20.000,0.01047,1,50.0
-0.221,-0.475,0.000,20.000,0.01047,1,50.0
-0.205,-0.482,0.000,20.000,0.01047,1,50.0
-0.188,-0.489,0.000,20.000,0.01047,1,50.0
-0.170,-0.495,0.000,20.000,0.01047,1,50.0
-0.153,-0.501,0.000,20.000,0.01047,1,50.0
-0.136,-0.506,0.000,20.000,0.01047,1,50.0
-0.118,-0.510,0.000,20.000,0.01047,1,50.0
-0.100,-0.514,0.000,20.000,0.01047,1,50.0
-0.082,-0.517,0.000,20.000,0.01047,1,50.0
-0.064,-0.520,0.000,20.000,0.01047,1,50.0
-0.046,-0.522,0.000,20.000,0.01047,1,50.0
-0.027,-0.523,0.000,20.000,0.01047,1,50.0
-0.009,-0.523,0.000,20.000,0.01047,1,50.0
0.009,-0.523,0.000,20.000,0.01047,1,50.0
0.027,-0.523,0.000,20.000,0.01047,1,50.0
0.046,-0.522,0.000,20.000,0.01047,1,50.0
0.064,-0.520,0.000,20.000,0.01047,1,50.0
0.082,-0.517,0.000,20.000,0.01047,1,50.0
0.100,-0.514,0.000,20.000,0.01047,1,50.0
0.118,-0.510,0.000,20.000,0.01047,1,50.0
0.136,-0.506,0.000,20.000,0.01047,1,50.0
0.153,-0.501,0.000,20.000,0.01047,1,50.0
0.170,-0.495,0.000,20.000,0.01047,1,50.0
0.188,-0.489,0.000,20.000,0.01047,1,50.0
0.205,-0.482,0.000,20.000,0.01047,1,50.0
0.221,-0.475,0.000,20.000,0.01047,1,50.0
0.238,-0.467,0.000,20.000,0.01047,1,50.0
0.254,-0.458,0.000,20.000,0.01047,1,50.0
0.270,-0.449,0.000,20.000,0.01047,1,50.0
0.285,-0.439,0.000,20.000,0.01047,1,50.0
0.300,-0.429,0.000,20.000,0.01047,1,50.0
0.315,-0.418,0.000,20.000,0.01047,1,50.0
0.329,-0.407,0.000,20.000,0.01047,1,50.0
0.343,-0.395,0.000,20.000,0.01047,1,50.0
0.357,-0.383,0.000,20.000,0.01047,1,50.0
0.370,-0.370,0.000,20.000,0.01047,1,50.0
0.383,-0.357,0.000,20.000,0.01047,1,50.0
0.395,-0.343,0.000,20.000,0.01047,1,50.0
0.407,-0.329,0.000,20.000,0.01047,1,50.0
0.418,-0.315,0.000,20.000,0.01047,1,50.0
0.429,-0.300,0.000,20.000,0.01047,1,50.0
0.439,-0.285,0.000,20.000,0.01047,1,50.0
0.449,-0.270,0.000,20.000,0.01047,1,50.0
0.458,-0.254,0.000,20.000,0.01047,1,50.0
0.467,-0.238,0.000,20.000,0.01047,1,50.0
0.475,-0.221,0.000,20.000,0.01047,1,50.0
0.482,-0.205,0.000,20.000,0.01047,1,50.0
0.489,-0.188,0.000,20.000,0.01047,1,50.0
0.495,-0.170,0.000,20.000,0.01047,1,50.0
0.501,-0.153,0.000,20.000,0.01047,1,50.0
0.506,-0.136,0.000,20.000,0.01047,1,50.0
0.510,-0.118,0.000,20.000,0.01047,1,50.0
0.514,-0.100,0.000,20.000,0.01047,1,50.0
0.517,-0.082,0.000,20.000,0.01047,1,50.0
0.520,-0.064,0.000,20.000,0.01047,1,50.0
0.522,-0.046,0.000,20.000,0.01047,1,50.0
0.523,-0.027,0.000,20.000,0.01047,1,50.0
0.523,-0.009,0.000,20.000,0.01047,1,50.0
0.000,0.000,3.800,20.000,0.00000,1,50.0
0.000,15.000,0.000,20.000,0.00000,1,50.0
0.000,-25.000,0.000,20.000,0.00000,1,50.0
0.000,0.000,-3.800,20.000,0.00000,1,50.0
0.872,0.015,0.000,20.000,0.01745,1,50.0
0.871,0.046,0.000,20.000,0.01745,1,50.0
0.869,0.076,0.000,20.000,0.01745,1,50.0
0.866,0.106,0.000,20.000,0.01745,1,50.0
0.862,0.137,0.000,20.000,0.01745,1,50.0
0.857,0.167,0.000,20.000,0.01745,1,50.0
0.850,0.196,0.000,20.000,0.01745,1,50.0
0.843,0.226,0.000,20.000,0.01745,1,50.0
0.834,0.255,0.000,20.000,0.01745,1,50.0
0.825,0.284,0.000,20.000,0.01745,1,50.0
0.815,0.313,0.000,20.000,0.01745,1,50.0
0.803,0.341,0.000,20.000,0.01745,1,50.0
0.791,0.369,0.000,20.000,0.01745,1,50.0
0.778,0.396,0.000,20.000,0.01745,1,50.0
0.763,0.423,0.000,20.000,0.01745,1,50.0
0.748,0.449,0.000,20.000,0.01745,1,50.0
0.732,0.475,0.000,20.000,0.01745,1,50.0
0.715,0.501,0.000,20.000,0.01745,1,50.0
0.697,0.525,0.000,20.000,0.01745,1,50.0
0.678,0.549,0.000,20.000,0.01745,1,50.0
0.659,0.572,0.000,20.000,0.01745,1,50.0
0.638,0.595,0.000,20.000,0.01745,1,50.0
0.617,0.617,0.000,20.000,0.01745,1,50.0
0.595,0.638,0.000,20.000,0.01745,1,50.0
0.572,0.659,0.000,20.000,0.01745,1,50.0
0.549,0.678,0.000,20.000,0.01745,1,50.0
0.525,0.697,0.000,20.000,0.01745,1,50.0
0.501,0.715,0.000,20.000,0.01745,1,50.0
0.475,0.732,0.000,20.000,0.01745,1,50.0
0.449,0.748,0.000,20.000,0.01745,1,50.0
0.423,0.763,0.000,20.000,0.01745,1,50.0
0.396,0.778,0.000,20.000,0.01745,1,50.0
0.369,0.791,0.000,20.000,0.01745,1,50.0
0.341,0.803,0.000,20.000,0.01745,1,50.0
0.313,0.815,0.000,20.000,0.01745,1,50.0
0.284,0.825,0.000,20.000,0.01745,1,50.0
0.255,0.834,0.000,20.000,0.01745,1,50.0
0.226,0.843,0.000,20.000,0.01745,1,50.0
0.196,0.850,0.000,20.000,0.01745,1,50.0
0.167,0.857,0.000,20.000,0.01745,1,50.0
0.137,0.862,0.000,20.000,0.01745,1,50.0
0.106,0.866,0.000,20.000,0.01745,1,50.0
0.076,0.869,0.000,20.000,0.01745,1,50.0
0.046,0.871,0.000,20.000,0.01745,1,50.0
0.015,0.872,0.000,20.000,0.01745,1,50.0
-0.015,0.872,0.000,20.000,0.01745,1,50.0
-0.046,0.871,0.000,20.000,0.01745,1,50.0
-0.076,0.869,0.000,20.000,0.01745,1,50.0
-0.106,0.866,0.000,20.000,0.01745,1,50.0
-0.137,0.862,0.000,20.000,0.01745,1,50.0
-0.167,0.857,0.000,20.000,0.01745,1,50.0
-0.196,0.850,0.000,20.000,0.01745,1,50.0
-0.226,0.843,0.000,20.000,0.01745,1,50.0
-0.255,0.834,0.000,20.000,0.01745,1,50.0
-0.284,0.825,0.000,20.000,0.01745,1,50.0
-0.313,0.815,0.000,20.000,0.01745,1,50.0
-0.341,0.803,0.000,20.000,0.01745,1,50.0
-0.369,0.791,0.000,20.000,0.01745,1,50.0
-0.396,0.778,0.000,20.000,0.01745,1,50.0
-0.423,0.763,0.000,20.000,0.01745,1,50.0
-0.449,0.748,0.000,20.000,0.01745,1,50.0
-0.475,0.732,0.000,20.000,0.01745,1,50.0
-0.501,0.715,0.000,20.000,0.01745,1,50.0
-0.525,0.697,0.000,20.000,0.01745,1,50.0
-0.549,0.678,0.000,20.000,0.01745,1,50.0
-0.572,0.659,0.000,20.000,0.01745,1,50.0
-0.595,0.638,0.000,20.000,0.01745,1,50.0
-0.617,0.617,0.000,20.000,0.01745,1,50.0
-0.638,0.595,0.000,20.000,0.01745,1,50.0
-0.659,0.572,0.000,20.000,0.01745,1,50.0
-0.678,0.549,0.000,20.000,0.01745,1,50.0
-0.697,0.525,0.000,20.000,0.01745,1,50.0
-0.715,0.501,0.000,20.000,0.01745,1,50.0
-0.732,0.475,0.000,20.000,0.01745,1,50.0
-0.748,0.449,0.000,20.000,0.01745,1,50.0
-0.763,0.423,0.000,20.000,0.01745,1,50.0
-0.778,0.396,0.000,20.000,0.01745,1,50.0
-0.791,0.369,0.000,20.000,0.01745,1,50.0
-0.803,0.341,0.000,20.000,0.01745,1,50.0
-0.815,0.313,0.000,20.000,0.01745,1,50.0
-0.825,0.284,0.000,20.000,0.01745,1,50.0
-0.834,0.255,0.000,20.000,0.01745,1,50.0
-0.843,0.226,0.000,20.000,0.01745,1,50.0
-0.850,0.196,0.000,20.000,0.01745,1,50.0
-0.857,0.167,0.000,20.000,0.01745,1,50.0
-0.862,0.137,0.000,20.000,0.01745,1,50.0
-0.866,0.106,0.000,20.000,0.01745,1,50.0
-0.869,0.076,0.000,20.000,0.01745,1,50.0
-0.871,0.046,0.000,20.000,0.01745,1,50.0
-0.872,0.015,0.000,20.000,0.01745,1,50.0
-0.872,-0.015,0.000,20.000,0.01745,1,50.0
-0.871,-0.046,0.000,20.000,0.01745,1,50.0
-0.869,-0.076,0.000,20.000,0.01745,1,50.0
-0.866,-0.106,0.000,20.000,0.01745,1,50.0
-0.862,-0.137,0.000,20.000,0.01745,1,50.0
-0.857,-0.167,0.000,20.000,0.01745,1,50.0
-0.850,-0.196,0.000,20.000,0.01745,1,50.0
-0.843,-0.226,0.000,20.000,0.01745,1,50.0
-0.834,-0.255,0.000,20.000,0.01745,1,50.0
-0.825,-0.284,0.000,20.000,0.01745,1,50.0
-0.815,-0.313,0.000,20.000,0.01745,1,50.0
-0.803,-0.341,0.000,20.000,0.01745,1,50.0
-0.791,-0.369,0.000,20.000,0.01745,1,50.0
-0.778,-0.396,0.000,20.000,0.01745,1,50.0
-0.763,-0.423,0.000,20.000,0.01745,1,50.0
-0.748,-0.449,0.000,20.000,0.01745,1,50.0
-0.732,-0.475,0.000,20.000,0.01745,1,50.0
-0.715,-0.501,0.000,20.000,0.01745,1,50.0
-0.697,-0.525,0.000,20.000,0.01745,1,50.0
-0.678,-0.549,0.000,20.000,0.01745,1,50.0
-0.659,-0.572,0.000,20.000,0.01745,1,50.0
-0.638,-0.595,0.000,20.000,0.01745,1,50.0
-0.617,-0.617,0.000,20.000,0.01745,1,50.0
-0.595,-0.638,0.000,20.000,0.01745,1,50.0
-0.572,-0.659,0.000,20.000,0.01745,1,50.0
-0.549,-0.678,0.000,20.000,0.01745,1,50.0
-0.525,-0.697,0.000,20.000,0.01745,1,50.0
-0.501,-0.715,0.000,20.000,0.01745,1,50.0
-0.475,-0.732,0.000,20.000,0.01745,1,50.0
-0.449,-0.748,0.000,20.000,0.01745,1,50.0
-0.423,-0.763,0.000,20.000,0.01745,1,50.0
-0.396,-0.778,0.000,20.000,0.01745,1,50.0
-0.369,-0.791,0.000,20.000,0.01745,1,50.0
-0.341,-0.803,0.000,20.000,0.01745,1,50.0
